Schooljaar;Schoolcode;tSchool;Type data;Geslacht;Bouw;Leerjaar;Profiel;Aantal leerlingen;Aantal leerlingen vj;tAantal verhuizers;tAantal afstromers;tAantal overleden;Aantal bevorderd;Aantal geslaagd
23-24;99048-19HV-000;45. 99048-19HV-000;School;Vrouw;Bovenbouw;6;Natuur en Gezondheid;17;22;;17;;;
23-24;99048-19HV-000;45. 99048-19HV-000;School;Man;Bovenbouw;5;Economie en Maatschappij;21;21;;21;;;
23-24;99048-19HV-000;45. 99048-19HV-000;School;Man;Bovenbouw;4;Natuur en Techniek;25;15;;25;;;
23-24;99048-19HV-000;45. 99048-19HV-000;School;Man;Bovenbouw;4;Economie en Maatschappij;33;19;;33;;;
23-24;99048-19HV-000;45. 99048-19HV-000;School;Vrouw;Onderbouw;1;;55;52;;55;;;
23-24;99048-19HV-000;45. 99048-19HV-000;School;Man;Onderbouw;1;;56;60;;56;;;
23-24;99048-19HV-000;45. 99048-19HV-000;School;Vrouw;Onderbouw;2;;58;62;;58;;;
23-24;99048-19HV-000;45. 99048-19HV-000;School;Man;Onderbouw;2;;60;71;;60;;;
23-24;99048-19HV-000;45. 99048-19HV-000;School;Vrouw;Onderbouw;3;;64;49;;64;;;
23-24;99048-19HV-000;45. 99048-19HV-000;School;Man;Onderbouw;3;;68;61;;68;;;
18-19;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;4;Economie en Maatschappij;20;;;;;19;
18-19;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Profielcombinatie NTNG;1;;;;;1;
18-19;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Natuur en Techniek;14;;;;;13;
18-19;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Natuur en Gezondheid;15;;;;;14;
18-19;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Economie en Maatschappij;9;;;;;9;
18-19;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;12;;;;;11;
18-19;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;4;Cultuur en Maatschappij;1;;;;;1;
18-19;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Natuur en Gezondheid;24;;;;;22;
18-19;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Economie en Maatschappij;11;;;;;10;
18-19;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Natuur en Techniek;10;;;;;10;
18-19;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;4;Natuur en Gezondheid;7;;;;;7;
18-19;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;5;Natuur en Gezondheid;11;;;;;10;
18-19;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;5;Cultuur en Maatschappij;3;;;;;3;
18-19;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;7;;;0;;;5
18-19;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Economie en Maatschappij;7;;;0;;;7
18-19;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Cultuur en Maatschappij;2;;;0;;;2
18-19;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Economie en Maatschappij;10;;;0;;;10
18-19;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Profielcombinatie NTNG;3;;;0;;;3
18-19;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Natuur en Gezondheid;12;;;0;;;11
18-19;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Natuur en Techniek;14;;;1;;;13
18-19;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Onderbouw;1;;39;;;1;;38;
18-19;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Onderbouw;3;;48;;;1;;47;
18-19;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Natuur en Gezondheid;20;;;1;;;19
18-19;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Natuur en Techniek;28;;;1;;;27
18-19;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;5;Natuur en Techniek;26;;;1;;23;
18-19;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Cultuur en Maatschappij;7;;;1;;6;
18-19;41298-02VO-000;46. 41298-02VO-000;School;Man;Onderbouw;3;;70;;;1;;69;
18-19;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;4;Natuur en Techniek;27;;;1;;25;
18-19;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;5;Economie en Maatschappij;23;;;2;;20;
18-19;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Onderbouw;2;;62;;;2;;57;
18-19;41298-02VO-000;46. 41298-02VO-000;School;Man;Onderbouw;1;;64;;;4;;59;
18-19;41298-02VO-000;46. 41298-02VO-000;School;Man;Onderbouw;2;;75;;;4;;70;
19-20;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;4;Cultuur en Maatschappij;6;1;;;;4;
19-20;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;4;Natuur en Gezondheid;10;7;;;;10;
19-20;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;5;Natuur en Gezondheid;7;11;;;;6;
19-20;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;5;Cultuur en Maatschappij;3;3;;;;3;
19-20;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;5;Economie en Maatschappij;19;23;;;;18;
19-20;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;5;Natuur en Techniek;27;26;;;;26;
19-20;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;4;Natuur en Techniek;32;27;;;;31;
19-20;41298-02VO-000;46. 41298-02VO-000;School;Man;Onderbouw;3;;70;70;;;;68;
19-20;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Natuur en Techniek;12;10;;;;12;
19-20;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Natuur en Gezondheid;16;24;;;;15;
19-20;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Economie en Maatschappij;12;11;;;;11;
19-20;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Profielcombinatie NTNG;;1;;;;;
19-20;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;8;12;;;;8;
19-20;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Natuur en Techniek;11;14;;;;11;
19-20;41298-02VO-000;46. 41298-02VO-000;School;Man;Onderbouw;2;;60;75;;;;59;
19-20;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Natuur en Gezondheid;11;12;;0;;;11
19-20;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Economie en Maatschappij;9;7;;0;;;9
19-20;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Natuur en Gezondheid;15;20;;0;;;15
19-20;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Natuur en Techniek;11;14;;0;;;11
19-20;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NTNG;2;;;0;;;2
19-20;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Economie en Maatschappij;19;10;;0;;;18
19-20;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;13;7;;0;;;13
19-20;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Profielcombinatie NTNG;1;3;;0;;;1
19-20;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Natuur en Techniek;23;28;;0;;;22
19-20;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Cultuur en Maatschappij;3;2;;0;;;2
19-20;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Economie en Maatschappij;12;9;;1;;11;
19-20;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;4;Economie en Maatschappij;23;20;;1;;19;
19-20;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Natuur en Gezondheid;20;15;;1;;17;
19-20;41298-02VO-000;46. 41298-02VO-000;School;Man;Onderbouw;1;;58;64;2;1;;53;
19-20;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Onderbouw;3;;58;48;;2;;56;
19-20;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Cultuur en Maatschappij;10;7;;2;;8;
19-20;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Onderbouw;2;;41;62;;3;;37;
19-20;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Onderbouw;1;;66;39;;3;;61;
20-21;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Natuur en Techniek;14;12;;;;14;
20-21;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Profielcombinatie NTNG;1;;;;;1;
20-21;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;9;8;;;;9;
20-21;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Natuur en Gezondheid;15;20;;;;15;
20-21;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Natuur en Techniek;12;11;;;;10;
20-21;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Onderbouw;3;;37;58;;;;36;
20-21;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NTNG;;2;;;;;
20-21;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Economie en Maatschappij;12;12;;;;12;
20-21;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Profielcombinatie NTNG;;1;;;;;
20-21;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Cultuur en Maatschappij;10;10;;;;7;
20-21;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;5;Natuur en Gezondheid;12;7;;;;9;
20-21;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;5;Cultuur en Maatschappij;4;3;;;;4;
20-21;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;4;Cultuur en Maatschappij;4;6;;;;3;
20-21;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Cultuur en Maatschappij;5;3;;0;;;5
20-21;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Natuur en Gezondheid;6;11;;0;;;6
20-21;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Natuur en Techniek;11;11;;0;;;11
20-21;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Economie en Maatschappij;18;19;;0;;;18
20-21;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Profielcombinatie NTEM;1;;;0;;;1
20-21;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Natuur en Gezondheid;17;15;;0;;;17
20-21;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;4;Natuur en Gezondheid;11;10;;1;;9;
20-21;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;5;Economie en Maatschappij;20;19;;1;;16;
20-21;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;8;13;;1;;;7
20-21;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;5;Natuur en Techniek;32;27;;1;;27;
20-21;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Natuur en Gezondheid;18;16;;1;;16;
20-21;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Economie en Maatschappij;16;12;;2;;13;
20-21;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Onderbouw;1;;68;66;;2;;65;
20-21;41298-02VO-000;46. 41298-02VO-000;School;Man;Onderbouw;2;;55;60;;2;;50;
20-21;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Economie en Maatschappij;11;9;;2;;;9
20-21;41298-02VO-000;46. 41298-02VO-000;School;Man;Onderbouw;3;;61;70;;2;;56;
20-21;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;4;Natuur en Techniek;36;32;;2;;32;
20-21;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Natuur en Techniek;26;23;;2;;;24
20-21;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;4;Economie en Maatschappij;23;23;;3;;18;
20-21;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Onderbouw;2;;62;41;;4;;57;
20-21;41298-02VO-000;46. 41298-02VO-000;School;Man;Onderbouw;1;;101;58;;5;;94;
21-22;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Natuur en Gezondheid;17;15;;;;16;
21-22;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Profielcombinatie NTNG;;1;;;;;
21-22;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Natuur en Techniek;11;14;;;;11;
21-22;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Natuur en Techniek;1;11;;;;;
21-22;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Economie en Maatschappij;12;16;;;;11;
21-22;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Profielcombinatie NTEM;;1;;;;;
21-22;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;4;Economie en Maatschappij;17;23;;;;15;
21-22;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Economie en Maatschappij;13;12;;;;13;
21-22;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;5;Natuur en Gezondheid;12;12;;;;10;
21-22;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;5;Economie en Maatschappij;21;20;;;;21;
21-22;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;4;Cultuur en Maatschappij;;4;;;;;
21-22;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;4;Natuur en Gezondheid;9;11;;;;8;
21-22;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;5;Cultuur en Maatschappij;3;4;;;;3;
21-22;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Cultuur en Maatschappij;5;10;1;0;;3;
21-22;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Profielcombinatie EMCM;15;;;0;;;15
21-22;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Economie en Maatschappij;3;11;;0;;;3
21-22;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Profielcombinatie NTNG;24;;;0;;;24
21-22;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Profielcombinatie EMCM;14;;;0;;;14
21-22;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;3;8;;0;;;3
21-22;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Natuur en Techniek;8;26;;0;;;8
21-22;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NTEM;1;;;0;;;1
21-22;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Economie en Maatschappij;5;18;;0;;;5
21-22;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Cultuur en Maatschappij;2;5;;0;;;2
21-22;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NTNG;15;;;1;;;12
21-22;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Natuur en Gezondheid;8;17;;1;;;6
21-22;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;5;Natuur en Techniek;36;32;;1;;33;
21-22;41298-02VO-000;46. 41298-02VO-000;School;Man;Onderbouw;3;;54;61;;1;;53;
21-22;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Natuur en Techniek;15;12;;1;;14;
21-22;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;4;Natuur en Techniek;36;36;;1;;33;
21-22;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Natuur en Gezondheid;3;6;;1;;;2
21-22;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;8;9;;1;;7;
21-22;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Onderbouw;3;;57;37;1;2;;54;
21-22;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Natuur en Gezondheid;15;18;;2;;10;
21-22;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Onderbouw;1;;73;68;1;6;;64;
21-22;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Onderbouw;2;;70;62;;6;;61;
21-22;41298-02VO-000;46. 41298-02VO-000;School;Man;Onderbouw;1;;95;101;2;9;;82;
21-22;41298-02VO-000;46. 41298-02VO-000;School;Man;Onderbouw;2;;98;55;;10;;81;
22-23;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;5;Natuur en Gezondheid;10;12;;;;9;
22-23;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Natuur en Techniek;10;11;;;;10;
22-23;41298-02VO-000;46. 41298-02VO-000;School;Man;Onderbouw;3;;81;54;;;;79;
22-23;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;4;Natuur en Gezondheid;13;9;;;;13;
22-23;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Economie en Maatschappij;14;12;;;;14;
22-23;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;4;Cultuur en Maatschappij;5;;;;;5;
22-23;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NTEM;;1;;;;;
22-23;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Economie en Maatschappij;10;13;;;;10;
22-23;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Natuur en Techniek;11;15;;;;11;
22-23;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Natuur en Gezondheid;11;17;;;;10;
22-23;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;5;Cultuur en Maatschappij;;3;;;;;
22-23;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Economie en Maatschappij;;3;;;;;
22-23;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;6;3;;0;;;6
22-23;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Natuur en Techniek;7;1;;0;;;7
22-23;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Onderbouw;1;;44;73;1;0;;41;
22-23;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Natuur en Techniek;9;8;;0;;;9
22-23;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Cultuur en Maatschappij;3;2;;0;;;3
22-23;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Economie en Maatschappij;1;5;;0;;;1
22-23;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;4;8;;1;;3;
22-23;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Cultuur en Maatschappij;7;5;;1;;4;
22-23;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;4;Natuur en Techniek;27;36;;1;;25;
22-23;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;5;Natuur en Techniek;35;36;;1;;33;
22-23;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NTNG;23;15;;1;;;22
22-23;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;4;Economie en Maatschappij;13;17;1;1;;11;
22-23;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Natuur en Gezondheid;2;3;;1;;;1
22-23;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Onderbouw;3;;61;57;;1;;59;
22-23;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Onderbouw;2;;67;70;1;1;;56;
22-23;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Natuur en Gezondheid;29;15;;1;;28;
22-23;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Profielcombinatie EMCM;21;14;;2;;;19
22-23;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Profielcombinatie EMCM;14;15;;2;;;11
22-23;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;5;Economie en Maatschappij;15;21;;2;;12;
22-23;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Profielcombinatie NTNG;31;24;;3;;;28
22-23;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Natuur en Gezondheid;4;8;;3;;;1
22-23;41298-02VO-000;46. 41298-02VO-000;School;Man;Onderbouw;1;;86;95;;4;;81;
22-23;41298-02VO-000;46. 41298-02VO-000;School;Man;Onderbouw;2;;90;98;2;4;;76;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NTNG;;23;;;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Profielcombinatie EMCM;;21;;;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Cultuur en Maatschappij;;3;;;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Profielcombinatie NTNG;;31;;;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Profielcombinatie NTNG;1;;;1;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Profielcombinatie EMCM;1;14;;1;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;3;6;;3;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;5;Cultuur en Maatschappij;5;;;5;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;5;4;;5;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;4;Cultuur en Maatschappij;6;5;;6;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Cultuur en Maatschappij;8;7;;8;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Economie en Maatschappij;9;14;;9;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Natuur en Gezondheid;10;4;;10;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Economie en Maatschappij;10;;;10;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Natuur en Techniek;10;11;;10;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Natuur en Techniek;11;7;;11;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Natuur en Gezondheid;11;2;;11;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;5;Economie en Maatschappij;12;15;;12;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Economie en Maatschappij;13;1;;13;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Economie en Maatschappij;13;10;;13;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;5;Natuur en Gezondheid;14;10;;14;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;4;Economie en Maatschappij;14;13;;14;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Natuur en Techniek;20;10;;20;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;4;Natuur en Gezondheid;21;13;;21;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Natuur en Gezondheid;24;29;;24;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;5;Natuur en Techniek;26;35;;26;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Natuur en Gezondheid;29;11;;29;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Natuur en Techniek;30;9;;30;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;4;Natuur en Techniek;39;27;;39;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Onderbouw;2;;50;67;;50;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Onderbouw;3;;57;61;;57;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Onderbouw;1;;64;44;;64;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Man;Onderbouw;3;;78;81;;78;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Man;Onderbouw;1;;82;86;;82;;;
23-24;41298-02VO-000;46. 41298-02VO-000;School;Man;Onderbouw;2;;89;90;;89;;;
24-25;40776-01ET-000;04. 40776-01ET-000;School;Man;Onderbouw;1;;77;;;;;;
24-25;40776-01ET-000;04. 40776-01ET-000;School;Vrouw;Onderbouw;1;;71;;;;;;
24-25;40776-01ET-000;04. 40776-01ET-000;School;Man;Onderbouw;2;;72;;;;;;
24-25;40776-01ET-000;04. 40776-01ET-000;School;Vrouw;Onderbouw;2;;71;;;;;;
24-25;40776-01ET-000;04. 40776-01ET-000;School;Man;Onderbouw;3;;66;;;;;;
24-25;40776-01ET-000;04. 40776-01ET-000;School;Vrouw;Onderbouw;3;;61;;;;;;
24-25;40776-01ET-000;04. 40776-01ET-000;School;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;8;;;;;;
24-25;40776-01ET-000;04. 40776-01ET-000;School;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;6;;;;;;
24-25;40776-01ET-000;04. 40776-01ET-000;School;Man;Bovenbouw;4;Economie en Maatschappij;23;;;;;;
24-25;40776-01ET-000;04. 40776-01ET-000;School;Vrouw;Bovenbouw;4;Economie en Maatschappij;16;;;;;;
24-25;40776-01ET-000;04. 40776-01ET-000;School;Man;Bovenbouw;5;Economie en Maatschappij;26;;;;;;
24-25;40776-01ET-000;04. 40776-01ET-000;School;Vrouw;Bovenbouw;5;Economie en Maatschappij;12;;;;;;
